source,target,edge_type,confidence,fk_columns,ref_columns,note
product_storage_locations::MH07::S8907367026433::7029,product_plants::MH07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367026433::7035,product_plants::MH07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367026433::7052,product_plants::MH07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367026433::7053,product_plants::MH07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367026433::7066,product_plants::MH07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367026433::7068,product_plants::MH07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MH07::S8907367026433::7082,product_plants::MH07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367026433::7010,product_plants::MP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367026433::7016,product_plants::MP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367026433::7025,product_plants::MP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367026433::7041,product_plants::MP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367026433::7072,product_plants::MP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::MP07::S8907367026433::7090,product_plants::MP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB05::S8907367026433::5037,product_plants::PB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB05::S8907367026433::5135,product_plants::PB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367026433::7002,product_plants::PB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367026433::7003,product_plants::PB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367026433::7019,product_plants::PB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367026433::7042,product_plants::PB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367026433::7046,product_plants::PB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367026433::7059,product_plants::PB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::PB07::S8907367026433::7086,product_plants::PB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::RJ07::S8907367026433::7070,product_plants::RJ07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::RJ07::S8907367026433::7076,product_plants::RJ07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5030,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5032,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5039,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5047,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5048,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5049,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5089,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5102,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL05::S8907367026433::5128,product_plants::TL05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367026433::7032,product_plants::TL07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367026433::7036,product_plants::TL07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367026433::7044,product_plants::TL07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367026433::7078,product_plants::TL07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367026433::7084,product_plants::TL07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TL07::S8907367026433::7095,product_plants::TL07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5054,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5055,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5087,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5099,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5117,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5126,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5127,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM05::S8907367026433::5131,product_plants::TM05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM07::S8907367026433::7015,product_plants::TM07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::TM07::S8907367026433::7074,product_plants::TM07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367026433::5041,product_plants::UP05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367026433::5072,product_plants::UP05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367026433::5107,product_plants::UP05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP05::S8907367026433::5122,product_plants::UP05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7007,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7018,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7038,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7047,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7055,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7063,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7069,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::UP07::S8907367026433::7080,product_plants::UP07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5019,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5031,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5034,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5038,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5040,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5058,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5059,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5060,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5061,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5063,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5083,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5090,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5100,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5101,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5108,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5119,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB05::S8907367026433::5129,product_plants::WB05::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7027,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7037,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7039,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7043,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7050,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7057,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7085,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7088,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::WB07::S8907367026433::7089,product_plants::WB07::S8907367026433,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1001::S8907367028192::7012,product_plants::1001::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367028192::7028,product_plants::1002::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367028192::7091,product_plants::1002::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367028192::FG01,product_plants::1002::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367028192::LIQ1,product_plants::1002::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367028192::PM01,product_plants::1002::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367028192::RJ01,product_plants::1002::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1002::S8907367028192::RM01,product_plants::1002::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1003::S8907367028192::7031,product_plants::1003::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1005::S8907367028192::7023,product_plants::1005::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1005::S8907367028192::7087,product_plants::1005::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1006::S8907367028192::7021,product_plants::1006::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1007::S8907367028192::7006,product_plants::1007::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1007::S8907367028192::7017,product_plants::1007::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1007::S8907367028192::7030,product_plants::1007::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1010::S8907367028192::7067,product_plants::1010::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1011::S8907367028192::7002,product_plants::1011::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1012::S8907367028192::7093,product_plants::1012::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::5086,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::5095,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::5100,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::5125,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::5130,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::FG01,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::LIQ1,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::PM01,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::RJ01,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1301::S8907367028192::RM01,product_plants::1301::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::5070,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::5123,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::5133,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::FG01,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::LIQ1,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::PM01,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::RJ01,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1302::S8907367028192::RM01,product_plants::1302::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1303::S8907367028192::5097,product_plants::1303::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1303::S8907367028192::5106,product_plants::1303::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::AMD1,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::AMD2,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::FG01,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::LIQ1,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::PM01,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::RJ01,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::RM01,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::STGI,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::V2S2,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::V2SJ,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1920::S8907367028192::VRT1,product_plants::1920::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1921::S8907367028192::V2S1,product_plants::1921::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::1922::S8907367028192::V2S2,product_plants::1922::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AP05::S8907367028192::5050,product_plants::AP05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AS05::S8907367028192::5001,product_plants::AS05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AS05::S8907367028192::5071,product_plants::AS05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::AS05::S8907367028192::5134,product_plants::AS05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::BH05::S8907367028192::5064,product_plants::BH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::BH05::S8907367028192::5112,product_plants::BH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::BH05::S8907367028192::5120,product_plants::BH05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::CH07::S8907367028192::7013,product_plants::CH07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::CH07::S8907367028192::7075,product_plants::CH07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::CH07::S8907367028192::7096,product_plants::CH07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5002,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5003,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5005,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5007,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5008,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5009,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5010,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5011,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5012,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5013,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5020,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5023,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5035,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5036,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL05::S8907367028192::5091,product_plants::DL05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367028192::7001,product_plants::DL07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367028192::7022,product_plants::DL07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367028192::7054,product_plants::DL07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::DL07::S8907367028192::7071,product_plants::DL07::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367028192::5004,product_plants::GJ05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367028192::5042,product_plants::GJ05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367028192::5043,product_plants::GJ05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::GJ05::S8907367028192::5098,product_plants::GJ05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR00::S8907367028192::0001,product_plants::HR00::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR00::S8907367028192::0002,product_plants::HR00::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR00::S8907367028192::0003,product_plants::HR00::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5006,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5014,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5015,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5021,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5022,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5057,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5062,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5066,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5067,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5075,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5088,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5092,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5093,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5094,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5113,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5115,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
product_storage_locations::HR05::S8907367028192::5121,product_plants::HR05::S8907367028192,product_storage_locations->product_plants,high,"['product', 'plant']","['product', 'plant']",
